order_id,client_id,location_id,employee_id,registration_date,order_status_id,total_amount,notes
1018,155,4,7,2026-03-16,5,144.10,"Cliente recurrente, prioridad alta"
1019,156,1,2,2025-07-28,1,169.50,Aplicada política de cliente VIP
1020,157,2,4,2025-11-04,4,88.70,Aplicada política de cliente VIP
1021,157,4,8,2025-01-16,4,4608.80,Solicitud especial de empaque
1022,157,3,5,2025-12-06,2,245.70,Cliente solicitó comprobante electrónico
1023,157,1,1,2024-08-16,4,316.20,Pago dividido en dos cuotas
1024,157,9,17,2024-09-22,3,158.25,Aplicado descuento promocional
1025,157,4,7,2023-12-10,3,1474.40,Devolución parcial procesada
1026,157,4,8,2024-10-22,2,81.00,Entrega coordinada desde tienda
1027,157,1,1,2024-07-20,4,112.95,Pago dividido en dos cuotas
1028,157,4,7,2024-12-20,2,549.20,Pedido entregado en horario solicitado
1029,157,8,16,2026-02-23,4,475.85,Pago realizado con transferencia bancaria
1030,157,5,10,2023-09-11,2,298.70,Pago dividido en dos cuotas
1031,157,3,6,2026-03-26,4,167.00,Aplicado descuento promocional
1032,157,4,7,2025-02-18,4,72.00,Cliente solicitó comprobante electrónico
1033,157,4,7,2024-01-02,4,836.40,Solicitud especial de empaque
1034,158,2,3,2022-07-21,4,284.30,
1035,158,2,3,2025-08-10,4,258.30,Aplicada política de cliente VIP
1036,158,5,10,2024-01-11,4,203.20,"Cliente nuevo, primera compra"
1037,158,3,6,2023-06-24,4,160.20,"Cliente nuevo, primera compra"
1038,159,7,14,2026-03-05,2,309.00,Aplicada política de cliente VIP
1039,159,4,8,2026-04-01,3,611.45,Pago dividido en dos cuotas
1040,160,3,5,2025-11-18,2,193.90,Pago dividido en dos cuotas
1041,160,3,6,2025-12-18,3,99.20,Entrega coordinada desde tienda
1042,160,6,11,2026-02-20,1,71.25,Aplicada política de cliente VIP
1043,160,2,3,2025-12-16,3,617.20,Entrega coordinada desde tienda
1044,160,2,3,2025-01-17,2,225.30,Entrega coordinada desde tienda
1045,160,5,10,2026-03-09,4,29.70,Coordinación con logística externa
1046,160,1,2,2025-07-06,6,2510.50,Aplicada política de cliente VIP
1047,160,3,6,2025-10-12,4,421.50,
1048,160,2,3,2025-11-28,4,58.90,Pago realizado con transferencia bancaria
1049,160,1,2,2025-10-16,5,478.75,Compra para evento corporativo
1050,160,6,11,2026-04-21,4,203.90,Pedido entregado en horario solicitado
1051,160,7,13,2025-08-18,1,56.60,Coordinación con logística externa
1052,160,1,1,2025-08-11,4,88.20,Cliente solicitó comprobante electrónico
1053,160,2,4,2026-04-04,4,121.75,Coordinación con logística externa
1054,161,7,13,2025-12-21,4,236.10,
1055,162,9,17,2025-04-18,4,105.80,Coordinación con logística externa
1056,162,7,13,2026-03-13,4,109.50,Pago dividido en dos cuotas
1057,163,2,3,2025-07-16,3,167.15,Coordinación con logística externa
1058,164,8,16,2025-11-20,4,162.75,
1059,164,6,12,2025-06-08,4,952.00,Pago realizado con transferencia bancaria
1060,165,4,8,2025-11-15,5,29.60,"Cliente recurrente, prioridad alta"
1061,165,8,15,2026-04-14,4,45.10,Solicitud especial de empaque
1062,165,3,6,2026-01-23,4,133.80,Compra para evento corporativo
1063,165,2,4,2026-03-02,4,1488.40,Compra para evento corporativo
1064,165,4,8,2024-05-29,4,378.60,Pago realizado con transferencia bancaria
1065,165,8,16,2025-08-21,4,7.40,Compra para evento corporativo
1066,165,1,2,2026-01-12,3,546.65,Compra para evento corporativo
1067,165,3,5,2025-08-05,4,674.90,Cliente solicitó comprobante electrónico
1068,165,4,8,2024-11-05,4,2452.00,Coordinación con logística externa
1069,165,5,9,2024-09-08,4,316.00,Pago realizado con transferencia bancaria
1070,165,1,2,2026-01-29,4,615.25,Venta con seguimiento comercial
1071,165,5,9,2025-09-10,1,756.30,Pedido entregado en horario solicitado
1072,165,9,17,2025-12-10,4,588.10,Aplicado descuento promocional
1073,165,1,1,2025-05-27,3,574.00,Pedido entregado en horario solicitado
1074,165,9,18,2025-07-04,4,323.60,Entrega coordinada desde tienda
1075,165,5,10,2024-09-21,4,146.00,Entrega coordinada desde tienda
1076,165,5,10,2026-03-28,3,3517.80,Compra para evento corporativo
1077,166,2,3,2025-03-31,4,199.20,Solicitud especial de empaque
1078,167,6,11,2025-12-09,1,82.40,"Cliente nuevo, primera compra"
1079,167,4,7,2025-09-13,4,226.40,Compra para evento corporativo
1080,167,6,12,2025-12-09,3,409.40,Venta con seguimiento comercial
1081,167,3,6,2025-12-24,4,248.45,Venta con seguimiento comercial
1082,168,2,3,2023-07-04,4,262.55,"Cliente nuevo, primera compra"
1083,168,1,2,2025-12-04,4,323.40,Pedido entregado en horario solicitado
1084,168,6,11,2022-07-12,4,246.50,
1085,169,1,1,2024-01-15,4,842.50,Entrega coordinada desde tienda
1086,170,4,7,2022-10-29,5,238.25,Aplicado descuento promocional
1087,170,4,8,2023-09-15,4,554.20,Venta con seguimiento comercial
1088,170,8,15,2026-04-14,4,297.40,Compra para evento corporativo
1089,170,6,11,2024-11-13,1,201.50,
1090,170,1,1,2025-04-07,4,488.20,Coordinación con logística externa
1091,170,7,14,2025-08-03,4,191.40,"Cliente recurrente, prioridad alta"
1092,170,8,15,2025-11-06,3,17.40,Solicitud especial de empaque
1093,170,6,11,2024-09-24,4,301.50,Devolución parcial procesada
1094,170,9,18,2025-12-31,4,182.50,Aplicado descuento promocional
1095,170,2,4,2024-04-13,6,99.60,Aplicada política de cliente VIP
1096,170,3,6,2022-03-04,4,216.00,Compra para evento corporativo
1097,170,5,10,2026-04-13,5,3796.60,
1098,170,5,9,2025-11-22,4,193.50,Pedido entregado en horario solicitado
1099,171,7,13,2026-01-19,4,129.30,"Cliente nuevo, primera compra"
1100,171,6,11,2026-02-10,4,22.50,Compra para evento corporativo
1101,172,8,15,2025-06-18,4,445.00,Venta con seguimiento comercial
1102,172,1,2,2026-03-21,1,115.60,Aplicado descuento promocional
1103,173,9,18,2024-11-21,3,591.70,Aplicado descuento promocional
1104,173,1,1,2024-10-03,4,419.30,Aplicado descuento promocional
1105,173,3,6,2023-11-02,3,122.50,Aplicada política de cliente VIP
1106,173,8,15,2025-06-12,4,2576.80,Pago dividido en dos cuotas
1107,173,3,5,2025-07-15,4,253.00,
1108,173,4,8,2023-12-01,4,145.00,Pago realizado con transferencia bancaria
1109,174,1,1,2024-10-10,4,129.60,Pedido entregado en horario solicitado
1110,175,8,16,2026-03-15,4,209.70,Compra para evento corporativo
1111,176,4,8,2024-10-22,3,286.40,"Cliente nuevo, primera compra"
1112,176,4,8,2024-05-21,4,361.00,Entrega coordinada desde tienda
1113,176,2,3,2025-12-18,1,432.90,Coordinación con logística externa
1114,176,2,4,2026-02-04,4,643.10,Venta con seguimiento comercial
1115,176,5,9,2024-11-24,5,365.00,Entrega coordinada desde tienda
1116,177,3,5,2025-07-10,5,666.10,Pago dividido en dos cuotas
1117,177,6,12,2024-12-16,4,483.60,Compra para evento corporativo
1118,177,1,1,2025-05-26,2,3208.60,Devolución parcial procesada
1119,177,2,4,2024-08-16,3,394.50,Entrega coordinada desde tienda
1120,178,8,15,2024-11-13,3,52.50,Cliente solicitó comprobante electrónico
1121,178,5,9,2024-01-20,4,708.55,Solicitud especial de empaque
1122,178,7,13,2025-11-04,4,185.10,Compra para evento corporativo
1123,178,4,8,2024-01-13,1,12.90,Pago dividido en dos cuotas
1124,178,2,4,2025-12-28,2,299.00,Cliente solicitó comprobante electrónico
1125,178,1,2,2025-11-08,4,1837.40,Pago dividido en dos cuotas
1126,178,1,2,2024-11-03,2,112.00,Pago realizado con transferencia bancaria
1127,179,8,16,2024-11-14,4,174.95,
1128,180,2,3,2025-09-20,4,76.30,Cliente solicitó comprobante electrónico
1129,180,6,12,2025-01-09,4,156.05,Compra para evento corporativo
1130,181,1,1,2026-03-28,3,131.50,Pedido entregado en horario solicitado
1131,181,3,5,2025-11-16,3,207.40,Pedido entregado en horario solicitado
1132,181,7,14,2025-11-27,2,840.70,Coordinación con logística externa
1133,181,6,11,2026-03-15,6,119.80,Compra para evento corporativo
1134,181,3,5,2026-04-02,4,293.85,Pago dividido en dos cuotas
1135,181,5,10,2025-12-15,3,1122.30,Venta con seguimiento comercial
1136,181,7,13,2026-04-29,4,1493.35,Cliente solicitó comprobante electrónico
1137,181,2,4,2025-12-27,4,658.60,Pedido entregado en horario solicitado
1138,181,3,5,2026-03-24,4,6.90,Devolución parcial procesada
1139,181,5,10,2026-03-13,4,805.80,"Cliente nuevo, primera compra"
1140,182,8,16,2026-04-19,4,372.30,"Cliente nuevo, primera compra"
1141,183,2,3,2026-03-29,3,86.00,Aplicado descuento promocional
1142,184,5,9,2026-04-07,4,447.80,Pago realizado con transferencia bancaria
1143,184,6,11,2024-12-06,1,35.70,Devolución parcial procesada
1144,185,5,10,2024-06-09,4,587.55,Cliente solicitó comprobante electrónico
1145,185,5,9,2025-11-08,4,124.70,
1146,186,2,4,2025-08-22,2,52.10,Aplicado descuento promocional
1147,186,9,18,2025-09-16,4,3170.20,Venta con seguimiento comercial
1148,186,9,17,2024-12-08,4,1769.80,Cliente solicitó comprobante electrónico
1149,186,5,10,2022-11-19,2,34.80,Aplicado descuento promocional
1150,186,1,1,2026-04-12,2,149.90,"Cliente nuevo, primera compra"
1151,186,9,18,2025-08-27,4,578.95,Pedido entregado en horario solicitado
1152,186,3,5,2025-11-25,4,240.80,Pedido entregado en horario solicitado
1153,187,5,9,2025-12-27,5,173.30,Pedido entregado en horario solicitado
1154,188,3,6,2025-11-04,5,891.95,"Cliente nuevo, primera compra"
1155,188,8,16,2024-10-20,4,623.20,Venta con seguimiento comercial
1156,188,5,10,2025-09-16,6,57.50,Pago dividido en dos cuotas
1157,188,8,16,2023-12-25,4,691.90,Pedido entregado en horario solicitado
1158,188,3,5,2025-03-19,4,79.50,Pago dividido en dos cuotas
1159,188,5,10,2023-04-29,3,635.65,Venta con seguimiento comercial
1160,188,7,13,2024-09-26,6,4117.75,Entrega coordinada desde tienda
1161,189,3,5,2022-12-07,4,28.80,Solicitud especial de empaque
1162,189,7,14,2024-05-10,1,663.55,Devolución parcial procesada
1163,189,5,9,2024-11-25,2,1130.10,Solicitud especial de empaque
1164,189,7,14,2024-12-15,1,451.15,Pago dividido en dos cuotas
1165,189,2,4,2026-04-19,4,85.35,Devolución parcial procesada
1166,189,2,3,2024-02-12,1,134.70,Devolución parcial procesada
1167,190,4,7,2025-08-08,4,670.50,Pedido entregado en horario solicitado
1168,190,1,1,2025-10-03,4,774.40,Solicitud especial de empaque
1169,190,4,7,2026-01-04,1,678.75,"Cliente nuevo, primera compra"
1170,190,7,14,2025-08-13,4,155.80,Aplicada política de cliente VIP
1171,190,6,11,2025-11-07,4,246.00,Devolución parcial procesada
1172,190,3,6,2026-04-12,4,153.50,Coordinación con logística externa
1173,190,3,6,2026-03-28,4,2267.40,Compra para evento corporativo
1174,190,3,5,2026-03-14,1,37.80,Solicitud especial de empaque
1175,190,5,10,2025-11-10,4,456.50,Pago realizado con transferencia bancaria
1176,190,1,1,2026-01-04,4,495.90,Devolución parcial procesada
1177,190,7,13,2025-12-23,4,144.00,Venta con seguimiento comercial
1178,190,8,16,2025-08-19,4,357.00,Pago dividido en dos cuotas
1179,190,3,6,2026-01-08,2,214.80,Pedido entregado en horario solicitado
1180,190,3,6,2026-03-01,4,130.45,Cliente solicitó comprobante electrónico
1181,191,3,6,2026-01-21,4,218.40,Devolución parcial procesada
1182,192,5,9,2024-03-11,4,140.70,Devolución parcial procesada
1183,193,2,3,2025-06-22,4,330.20,Cliente solicitó comprobante electrónico
1184,193,1,2,2024-10-26,4,110.55,"Cliente nuevo, primera compra"
1185,194,2,4,2025-10-12,4,323.70,Cliente solicitó comprobante electrónico
1186,194,1,2,2025-02-21,4,568.50,Coordinación con logística externa
1187,194,2,3,2026-03-24,4,281.70,Solicitud especial de empaque
1188,194,7,14,2024-12-09,4,169.70,Solicitud especial de empaque
1189,195,7,14,2026-04-29,2,147.60,Solicitud especial de empaque
1190,196,2,3,2024-11-25,4,94.50,"Cliente nuevo, primera compra"
1191,197,4,7,2024-04-24,5,89.90,Pago realizado con transferencia bancaria
1192,197,3,6,2023-05-29,3,166.40,Pedido entregado en horario solicitado
1193,197,2,3,2026-03-14,4,2218.90,Devolución parcial procesada
1194,197,1,1,2024-08-27,4,90.00,Pago dividido en dos cuotas
1195,197,1,1,2022-09-20,4,173.40,
1196,197,8,16,2023-12-14,2,297.40,Cliente solicitó comprobante electrónico
1197,197,1,2,2024-11-30,4,536.70,Compra para evento corporativo
1198,197,1,1,2025-10-18,4,155.80,Entrega coordinada desde tienda
1199,197,8,15,2024-12-02,4,237.80,"Cliente nuevo, primera compra"
1200,197,6,12,2024-12-12,4,462.10,Pago realizado con transferencia bancaria
1201,197,4,8,2024-04-03,1,215.00,Pedido entregado en horario solicitado
1202,197,1,1,2025-11-19,4,1233.70,Aplicado descuento promocional
1203,197,5,9,2025-03-07,4,638.20,Entrega coordinada desde tienda
1204,197,1,1,2022-12-03,4,316.20,
1205,198,5,10,2023-04-09,4,189.90,Entrega coordinada desde tienda
1206,199,9,18,2024-08-26,2,3313.30,Pago dividido en dos cuotas
1207,199,2,3,2024-07-30,4,177.80,Compra para evento corporativo
1208,199,1,1,2025-06-27,5,59.50,
1209,200,7,14,2025-10-08,4,113.45,Pedido entregado en horario solicitado
1210,201,1,2,2025-05-19,3,307.75,
1211,201,8,15,2025-04-15,4,550.00,Pago realizado con transferencia bancaria
1212,201,2,3,2025-11-10,1,1438.75,Aplicada política de cliente VIP
1213,201,8,16,2024-08-03,4,681.00,Solicitud especial de empaque
1214,201,9,17,2024-12-20,4,122.10,Venta con seguimiento comercial
1215,201,9,18,2025-08-26,4,369.10,Aplicado descuento promocional
1216,201,5,10,2026-02-20,4,95.50,Coordinación con logística externa
1217,201,2,4,2025-10-13,4,180.70,Pedido entregado en horario solicitado
1218,201,4,7,2025-11-10,1,260.80,
1219,201,8,16,2024-11-20,2,239.30,Coordinación con logística externa
1220,202,6,12,2025-07-10,3,354.20,Entrega coordinada desde tienda
1221,203,2,4,2025-12-01,4,1417.40,Entrega coordinada desde tienda
1222,204,1,2,2026-04-20,1,296.75,Aplicado descuento promocional
1223,205,5,9,2025-11-07,4,56.30,Devolución parcial procesada
1224,205,2,3,2024-07-11,4,1714.30,Pago realizado con transferencia bancaria
1225,205,7,13,2025-04-10,4,573.20,Cliente solicitó comprobante electrónico
1226,205,4,7,2024-03-21,3,109.50,"Cliente nuevo, primera compra"
1227,206,9,17,2025-12-27,4,209.30,Compra para evento corporativo
1228,207,9,18,2024-06-20,2,132.40,Pago realizado con transferencia bancaria
1229,207,4,8,2023-12-18,4,118.55,Compra para evento corporativo
1230,207,8,15,2026-04-10,4,1130.20,Pago realizado con transferencia bancaria
1231,207,3,5,2025-11-25,4,296.90,Pago realizado con transferencia bancaria
1232,207,7,14,2024-09-24,4,989.30,Solicitud especial de empaque
1233,207,1,1,2024-05-11,4,293.10,Cliente solicitó comprobante electrónico
1234,207,8,16,2025-05-27,4,538.70,Coordinación con logística externa
1235,207,1,2,2023-10-19,4,423.70,Pago realizado con transferencia bancaria
1236,207,3,6,2024-07-10,2,472.30,Pago dividido en dos cuotas
1237,207,7,13,2024-05-22,4,473.70,Solicitud especial de empaque
1238,207,2,4,2025-11-08,5,859.40,Cliente solicitó comprobante electrónico
1239,207,8,16,2025-08-25,1,272.85,Pedido entregado en horario solicitado
1240,207,2,4,2025-02-11,4,648.60,Compra para evento corporativo
1241,207,5,10,2025-07-08,4,227.60,Cliente solicitó comprobante electrónico
1242,207,5,9,2024-11-07,4,136.40,Aplicada política de cliente VIP
1243,207,5,9,2024-12-28,4,403.00,Aplicada política de cliente VIP
1244,207,2,3,2025-12-16,4,583.80,Pago dividido en dos cuotas
1245,207,6,11,2025-11-13,4,588.80,Aplicado descuento promocional
1246,207,9,17,2025-01-23,4,496.50,Compra para evento corporativo
1247,208,2,3,2025-04-18,4,172.00,Solicitud especial de empaque
1248,209,7,14,2022-10-29,4,204.85,Aplicado descuento promocional
1249,209,7,13,2025-01-31,4,209.80,
1250,209,9,18,2022-09-09,4,269.85,Aplicada política de cliente VIP
1251,209,5,9,2025-12-05,4,973.90,Compra para evento corporativo
1252,210,3,6,2026-04-09,4,145.20,
1253,210,4,8,2025-12-28,2,173.40,Pago realizado con transferencia bancaria
1254,210,3,5,2025-11-27,4,158.25,Aplicada política de cliente VIP
1255,210,5,10,2025-03-20,4,146.70,Pedido entregado en horario solicitado
1256,210,6,12,2026-03-04,4,49.50,Cliente solicitó comprobante electrónico
1257,210,2,3,2025-01-27,4,483.00,Aplicado descuento promocional
1258,210,6,11,2024-06-04,4,61.80,Cliente solicitó comprobante electrónico
1259,210,8,15,2023-12-08,4,392.10,Devolución parcial procesada
1260,210,5,10,2024-12-21,4,319.50,Entrega coordinada desde tienda
1261,210,3,6,2025-12-08,4,190.80,Pago realizado con transferencia bancaria
1262,210,8,16,2025-07-01,4,802.20,Pedido entregado en horario solicitado
1263,210,9,17,2024-09-15,4,88.00,Pedido entregado en horario solicitado
1264,210,5,10,2024-12-11,5,703.90,Compra para evento corporativo
1265,211,3,6,2026-01-09,5,748.20,
1266,211,8,15,2026-03-30,3,141.30,
1267,211,2,3,2026-02-27,1,379.50,Cliente solicitó comprobante electrónico
1268,211,3,5,2025-05-10,4,623.05,Aplicada política de cliente VIP
1269,211,8,15,2026-01-22,3,86.70,Compra para evento corporativo
1270,211,6,12,2025-11-30,2,226.80,Solicitud especial de empaque
1271,211,1,1,2026-02-28,4,660.05,Pago dividido en dos cuotas
1272,211,5,10,2025-06-25,2,453.85,Devolución parcial procesada
1273,211,9,18,2026-01-08,4,401.35,Entrega coordinada desde tienda
1274,211,6,12,2025-09-28,4,75.00,Devolución parcial procesada
1275,211,9,18,2025-12-09,1,102.40,"Cliente nuevo, primera compra"
1276,211,5,9,2026-01-10,4,107.00,Pago realizado con transferencia bancaria
1277,211,8,16,2026-03-19,4,139.00,Cliente solicitó comprobante electrónico
1278,211,4,7,2025-11-13,4,775.40,"Cliente recurrente, prioridad alta"
1279,211,1,2,2025-06-10,4,395.35,Aplicado descuento promocional
1280,211,5,10,2026-04-22,4,33.70,Venta con seguimiento comercial
1281,211,2,4,2025-09-29,4,144.90,Devolución parcial procesada
1282,211,1,1,2026-03-11,4,612.40,
1283,211,2,3,2026-03-01,4,244.90,Coordinación con logística externa
1284,211,5,10,2025-10-18,4,2465.60,"Cliente recurrente, prioridad alta"
1285,211,3,6,2025-06-19,4,44.50,Entrega coordinada desde tienda
1286,211,5,10,2025-08-11,4,612.75,Cliente solicitó comprobante electrónico
1287,211,5,9,2026-01-02,4,492.40,Pedido entregado en horario solicitado
1288,211,5,9,2025-12-21,4,504.10,Pago dividido en dos cuotas
1289,211,2,4,2026-01-29,3,1316.40,Coordinación con logística externa
1290,211,1,1,2026-01-28,2,419.10,Pedido entregado en horario solicitado
1291,211,3,6,2026-03-26,2,112.50,Aplicado descuento promocional
1292,211,1,2,2026-04-23,1,83.70,Coordinación con logística externa
1293,211,8,16,2025-10-29,3,137.50,Entrega coordinada desde tienda
1294,212,1,2,2026-01-13,3,31.50,Cliente solicitó comprobante electrónico
1295,213,5,9,2026-04-05,1,2573.50,Pago dividido en dos cuotas
1296,213,5,10,2026-04-20,3,149.50,Pedido entregado en horario solicitado
1297,213,5,9,2025-09-28,2,483.40,Compra para evento corporativo
1298,213,3,5,2025-12-10,2,24.90,Coordinación con logística externa
1299,213,3,5,2026-02-16,4,611.00,Devolución parcial procesada
1300,214,3,5,2022-07-07,5,253.60,Devolución parcial procesada
1301,214,4,8,2025-11-25,1,64.20,"Cliente recurrente, prioridad alta"
1302,214,1,1,2026-03-10,4,439.90,Coordinación con logística externa
1303,214,2,4,2024-11-01,2,65.00,Solicitud especial de empaque
1304,214,7,13,2024-02-28,2,366.90,Pago dividido en dos cuotas
1305,214,5,10,2025-03-01,4,391.70,Aplicado descuento promocional
1306,215,4,8,2026-01-19,4,443.90,"Cliente nuevo, primera compra"
1307,216,5,9,2023-04-13,1,71.40,Entrega coordinada desde tienda
1308,216,4,7,2025-08-11,3,1092.60,Devolución parcial procesada
1309,217,6,12,2024-12-04,3,171.40,Aplicada política de cliente VIP
1310,217,1,1,2024-11-20,3,657.90,Coordinación con logística externa
1311,217,7,14,2024-03-31,4,435.00,Entrega coordinada desde tienda
1312,217,3,5,2026-02-13,3,1854.70,Pago dividido en dos cuotas
1313,217,4,7,2024-12-02,3,11.70,Cliente solicitó comprobante electrónico
1314,217,3,6,2026-03-28,1,455.10,Entrega coordinada desde tienda
1315,217,1,2,2025-07-13,2,267.75,Aplicada política de cliente VIP
1316,217,7,13,2026-01-23,4,432.40,"Cliente nuevo, primera compra"
1317,217,2,4,2023-10-19,4,212.30,Aplicada política de cliente VIP
1318,217,9,18,2025-11-12,4,551.70,"Cliente recurrente, prioridad alta"
1319,217,3,5,2025-12-12,2,503.30,Pago realizado con transferencia bancaria
1320,217,2,3,2026-02-10,4,421.75,Solicitud especial de empaque
1321,217,1,1,2026-04-21,4,408.80,Pago dividido en dos cuotas
1322,218,2,4,2025-11-18,1,272.20,Solicitud especial de empaque
1323,218,4,8,2024-12-09,4,384.50,Aplicada política de cliente VIP
1324,218,7,14,2025-05-08,3,768.20,Cliente solicitó comprobante electrónico
1325,218,3,5,2025-11-07,1,79.60,"Cliente recurrente, prioridad alta"
1326,218,9,18,2025-06-17,4,71.10,Coordinación con logística externa
1327,218,7,13,2025-05-09,4,37.80,"Cliente recurrente, prioridad alta"
1328,218,2,4,2024-12-09,4,35.05,Pago realizado con transferencia bancaria
1329,218,8,15,2024-02-16,4,4479.50,Aplicado descuento promocional
1330,218,7,14,2025-12-11,2,78.80,Solicitud especial de empaque
1331,218,1,2,2025-11-11,4,157.10,Aplicada política de cliente VIP
1332,219,5,10,2024-11-17,2,77.65,Pedido entregado en horario solicitado
1333,219,3,5,2025-10-30,4,56.80,Coordinación con logística externa
1334,219,4,7,2026-04-18,4,470.05,Solicitud especial de empaque
1335,219,6,11,2025-11-02,4,157.00,Venta con seguimiento comercial
1336,219,4,8,2025-10-06,4,266.40,Solicitud especial de empaque
1337,219,5,9,2025-04-20,3,252.00,"Cliente nuevo, primera compra"
1338,220,9,17,2024-10-11,4,83.90,Pedido entregado en horario solicitado
1339,220,7,14,2023-05-13,4,320.05,Aplicado descuento promocional
1340,221,2,3,2026-01-15,4,426.90,Pago dividido en dos cuotas
1341,221,4,8,2026-02-07,4,234.15,Entrega coordinada desde tienda
1342,221,1,1,2025-12-13,6,517.85,"Cliente nuevo, primera compra"
1343,221,6,11,2026-02-20,4,122.90,Devolución parcial procesada
1344,221,2,3,2025-09-27,6,276.20,Compra para evento corporativo
1345,221,3,6,2025-03-17,3,345.70,Cliente solicitó comprobante electrónico
1346,221,2,4,2026-01-10,4,175.50,"Cliente recurrente, prioridad alta"
1347,221,7,13,2026-01-29,2,151.40,Coordinación con logística externa
1348,221,1,2,2026-02-08,1,54.20,Entrega coordinada desde tienda
1349,221,5,9,2025-06-24,4,827.00,Pago realizado con transferencia bancaria
1350,221,1,2,2025-12-11,1,56.60,Aplicado descuento promocional
1351,221,3,6,2026-04-28,1,145.10,
1352,221,3,5,2025-06-23,4,178.20,
1353,222,6,12,2026-04-11,3,91.40,Pago realizado con transferencia bancaria
1354,223,9,17,2024-12-05,4,789.50,Venta con seguimiento comercial
1355,223,4,8,2026-01-08,4,1140.00,"Cliente recurrente, prioridad alta"
1356,223,4,8,2025-08-04,4,287.50,"Cliente nuevo, primera compra"
1357,223,1,2,2025-08-04,3,23.00,Pago dividido en dos cuotas
1358,223,8,16,2025-09-11,4,225.30,Devolución parcial procesada
1359,223,9,17,2025-04-13,4,144.00,"Cliente recurrente, prioridad alta"
1360,223,6,11,2026-03-27,3,47.20,Aplicada política de cliente VIP
1361,223,5,10,2026-01-05,1,590.10,Pedido entregado en horario solicitado
1362,223,5,9,2025-12-05,5,104.40,Entrega coordinada desde tienda
1363,223,4,7,2026-03-17,4,1082.00,Pago dividido en dos cuotas
1364,223,5,9,2025-11-16,4,379.60,Cliente solicitó comprobante electrónico
1365,223,8,16,2026-02-07,5,303.80,Pedido entregado en horario solicitado
1366,223,5,10,2025-07-08,6,1978.00,Pago realizado con transferencia bancaria
1367,223,1,1,2025-03-03,2,624.60,Pedido entregado en horario solicitado
1368,224,4,7,2026-02-03,2,347.50,Aplicado descuento promocional
1369,224,1,2,2025-11-23,4,309.70,Compra para evento corporativo
1370,225,7,14,2026-04-12,4,83.40,Pedido entregado en horario solicitado
1371,225,1,1,2026-04-24,1,1775.30,Pago dividido en dos cuotas
1372,225,9,18,2026-04-28,4,232.95,Compra para evento corporativo
1373,225,2,3,2026-03-05,1,203.80,Venta con seguimiento comercial
1374,225,5,10,2026-03-17,4,159.40,Cliente solicitó comprobante electrónico
1375,225,4,8,2026-04-12,4,339.80,Solicitud especial de empaque
1376,225,2,4,2026-04-17,3,504.00,Pago realizado con transferencia bancaria
1377,225,4,7,2026-03-24,5,24.90,Devolución parcial procesada
1378,225,4,8,2026-03-15,4,19.80,Cliente solicitó comprobante electrónico
1379,225,8,15,2026-04-03,4,361.00,Cliente solicitó comprobante electrónico
1380,225,1,2,2026-04-03,4,1113.95,Pedido entregado en horario solicitado
1381,225,1,2,2026-04-03,4,1779.50,Coordinación con logística externa
1382,225,2,3,2026-03-19,6,99.80,"Cliente recurrente, prioridad alta"
1383,225,1,1,2026-04-02,4,28.90,Pago realizado con transferencia bancaria
1384,225,2,3,2026-03-23,4,306.40,"Cliente nuevo, primera compra"
1385,225,1,2,2026-04-04,3,104.25,Cliente solicitó comprobante electrónico
1386,225,4,7,2026-03-21,3,151.90,"Cliente nuevo, primera compra"
1387,226,5,10,2026-01-01,3,731.90,Pedido entregado en horario solicitado
1388,227,8,15,2026-04-23,3,392.50,Pago realizado con transferencia bancaria
1389,227,9,17,2025-03-06,3,900.50,Aplicada política de cliente VIP
1390,227,5,10,2025-05-26,2,155.40,Aplicado descuento promocional
1391,227,9,18,2026-03-14,5,61.75,Devolución parcial procesada
1392,227,4,7,2026-03-09,4,292.50,"Cliente recurrente, prioridad alta"
1393,227,6,11,2025-10-08,4,11.70,Pago realizado con transferencia bancaria
1394,227,2,3,2025-11-06,4,854.90,Pedido entregado en horario solicitado
1395,227,2,4,2026-03-22,2,71.60,Devolución parcial procesada
1396,227,7,13,2025-12-30,3,211.15,Pago realizado con transferencia bancaria
1397,227,9,18,2025-11-10,4,111.00,Entrega coordinada desde tienda
1398,227,2,3,2025-07-14,4,124.20,
1399,227,6,12,2025-11-15,1,187.20,Aplicada política de cliente VIP
1400,227,6,12,2025-03-09,4,267.80,
1401,227,2,3,2025-10-31,1,3008.40,Venta con seguimiento comercial
1402,227,9,17,2025-05-04,4,263.55,Coordinación con logística externa
1403,227,7,13,2026-02-11,4,667.30,Pedido entregado en horario solicitado
1404,227,6,11,2024-12-08,4,126.00,
1405,228,2,4,2026-02-22,4,389.50,Pago dividido en dos cuotas
1406,228,7,14,2026-02-26,4,97.25,Pedido entregado en horario solicitado
1407,228,9,17,2026-02-10,4,295.70,Aplicado descuento promocional
1408,228,1,2,2026-04-21,5,448.40,Aplicada política de cliente VIP
1409,228,8,16,2026-02-13,4,461.20,
1410,228,4,8,2026-04-02,4,154.50,Pago dividido en dos cuotas
1411,228,3,5,2026-04-27,4,199.20,Venta con seguimiento comercial
1412,228,1,1,2026-03-12,2,171.00,Aplicada política de cliente VIP
1413,228,8,16,2026-02-25,3,79.60,Venta con seguimiento comercial
1414,228,3,5,2026-01-29,5,217.20,"Cliente recurrente, prioridad alta"
